1,1,0,0,1,1.1915050083473362
1,1,0,0,1,1.2381366674134295
1,1,0,0,1,3.084803370152717
1,1,0,0,1,3.6532210485339447
1,1,0,0,1,3.7043141738429064
1,1,0,0,1,3.9586562505385943
1,1,0,0,1,4.3479031366210945
1,1,0,0,1,5.881894657805871
1,1,0,0,1,5.901582882846733
1,1,0,0,1,6.157334966932335
1,1,0,0,1,6.204187908763029
0,1,1,0,1,6.8845686313566095
0,0,1,1,1,7.179692080205814
0,1,1,0,1,7.68297802556614
1,1,0,0,1,7.901277882094632
0,0,1,1,1,8.184032630174837
0,0,1,1,1,8.328903964067496
0,0,1,1,1,8.445135218389044
0,1,1,0,1,8.562909010940228
1,1,0,0,1,8.737889359567541
1,1,0,0,1,8.923131011963081
0,0,1,1,1,9.105137866750985
1,1,0,0,1,9.118026994370844
1,0,1,0,0,9.18080257568652
1,1,0,0,1,9.583266816777098
0,1,1,0,1,10.003819083643224
0,0,1,1,1,10.16466236092434
1,1,0,0,1,10.185839257562051
0,1,1,0,1,10.236229669181862
1,1,0,0,1,10.498687762054129
0,1,1,0,1,10.607929392411062
1,1,0,0,1,10.75307420539931
0,1,1,0,1,10.7638637200754
0,0,1,1,1,10.907878950996016
1,1,0,0,1,10.911868451096664
0,0,1,1,1,11.087534936599866
0,0,1,1,1,11.21298783422065
1,0,1,0,0,11.44459459482511
0,0,1,1,1,11.703290860620793
0,1,1,0,1,12.285630986357067
0,1,1,0,1,12.795234120229576
0,0,1,1,1,12.819197226860716
1,0,1,0,0,12.853754826825043
1,0,1,0,0,12.873958077387902
0,0,1,1,1,12.985508618589352
1,0,1,0,0,12.998748054765564
1,0,1,0,0,13.19084037380581
0,0,1,1,1,13.19993104165544
0,0,1,1,1,13.560433321617763
0,0,1,1,1,13.573328542435036
1,1,0,0,1,13.609478829407378
0,1,1,0,1,13.773419975943924
0,0,1,1,1,13.846404662888787
1,1,0,0,1,13.951979522018979
1,0,1,0,0,13.96505328959239
0,0,1,1,1,13.999750309383138
1,1,0,0,1,14.030624303032916
0,0,1,1,1,14.07221699094009
0,1,1,0,1,14.148116868929803
0,0,1,1,1,14.202539635280672
1,0,1,0,0,14.235078619147906
0,0,1,1,1,14.564906405310014
0,1,1,0,1,14.772433235566158
0,1,1,0,1,14.78504803692002
0,0,1,1,1,15.336492713674675
0,0,1,1,1,15.486770681242445
0,1,1,0,1,15.509698543393375
1,1,0,0,1,15.596224132668091
1,1,0,0,1,15.602527491946992
1,0,1,0,0,15.663278577056005
1,1,0,0,1,15.666015844173813
1,0,1,0,0,15.749084472932934
0,0,1,1,1,16.120355617297307
1,0,1,0,0,16.12621345893401
0,1,1,0,1,16.41035392488972
1,0,1,0,0,16.460392233293128
0,0,1,1,1,16.490504382791705
1,0,1,0,0,16.555014634793604
1,1,0,0,1,16.688535087774504
0,1,1,0,1,16.82629281623925
1,0,1,0,0,17.508935604011885
0,0,1,1,1,18.135374482256776
1,0,1,0,0,18.14328709772282
1,0,1,0,0,18.408174034803118
0,1,1,0,1,18.5501429304841
0,0,1,1,1,19.106010620131244
1,1,0,0,1,19.17655384313113
1,0,1,0,0,19.32756672063854
1,1,0,0,1,19.36263102587382
1,0,1,0,0,19.922609009640606
1,0,1,0,0,20.067449419606895
0,1,1,0,1,20.081673692251268
1,0,1,0,0,20.302458120111407
0,1,1,0,1,20.425426417918523
1,1,0,0,1,20.65746103498875
0,1,1,0,1,20.701724842419885
1,1,0,0,1,20.981705085567096
1,1,0,0,1,21.00175009577555
1,0,1,0,0,21.21615011150538
1,1,0,0,1,22.72361905644164
